awardID,awardFixedID,awardCode,publishedYear,isHeading,wageAllowanceID,wageAllowanceFixedID,versionNumber,sourceWgeAllowanceID,allowanceLookupCode,clauseID,clauseFixedID,clauseLookupID,clauses,clauseDisplayOrder,parentAllowance,allowance,type,isAllPurpose,rate,baseRate,basePayRateID,rateUnit,allowanceAmount,paymentFrequency,displayOrder,operativeFrom,operativeTo,lastModifiedDateTime
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,74925cf5-932f-f011-8c4e-00224895df16,1,5,ce865306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee is employed in or about a washery; This allowance is in substitution of all other disability allowances except water money,Washery allowance,Detail,0,.63,1060.70,BR89758,Percent,6.68,per day or shift,1,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,7a925cf5-932f-f011-8c4e-00224895df16,2,5,f5865306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee is employed in or about a washery; This allowance is in substitution of all other disability allowances except water money,Washery allowance—minimum payment,Detail,0,.32,1060.70,BR89758,Percent,3.39,minimum payment per day or shift,2,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,82925cf5-932f-f011-8c4e-00224895df16,3,5,fe865306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,"Where, through no fault of the employee, and in the course of duties, an employee's clothing becomes wet; The employee is to notify the supervisor of the intention to claim water money and the reasons for making it as soon as is possible; An employee regularly receiving water money must not have the payment discontinued without notice",Water money,Detail,0,.49,1060.70,BR89758,Percent,5.20,per shift,3,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,88925cf5-932f-f011-8c4e-00224895df16,4,5,06875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,An employee is engaged on shaft work,Shaft work (Electrical / Mechanical),Detail,0,.59,1060.70,BR89758,Percent,6.26,per shift,4,01-07-2025,,03-06-2025 01:30:31
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,8d925cf5-932f-f011-8c4e-00224895df16,5,5,28875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Minimum payment of 4 hours at this rate for employees required to carry out work in connection with the release of blockages in sewerage lines and connections thereto (including pumps); A minimum payment of one hour for work on pumps after removal from a pumping station or treatment works for cleaning or stripping,Shaft work (Electrical / Mechanical)—minimum payment,Detail,0,.30,1060.70,BR89758,Percent,3.18,minimum payment per day or shift,5,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,95925cf5-932f-f011-8c4e-00224895df16,6,5,34875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,"Where an employee has to handle machinery, equipment, appliances or gear of any description which is covered with oil or grease",Dirty work,Detail,0,.23,1060.70,BR89758,Percent,2.44,per shift,6,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,9b925cf5-932f-f011-8c4e-00224895df16,7,5,3e875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,"Employees working in a space, the dimensions of which necessitate working in a stooped or otherwise cramped position or without proper ventilation, or where confinement within a limited space is unusually discomforting",Confined spaces allowance (Electrical/ Mechanical),Detail,0,.08,1060.70,BR89758,Percent,0.85,per hour,7,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,a2925cf5-932f-f011-8c4e-00224895df16,8,5,49875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee is engaged on work at a height of 7.5 metres or more above the nearest horizontal plane,Height money (Electrical/ Mechanical),Detail,0,.23,1060.70,BR89758,Percent,2.44,per shift,8,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,ab925cf5-932f-f011-8c4e-00224895df16,9,5,4e875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee is appointed as a first aid officer,First Aid Officer allowance (does not apply to employees employed under the open cut or underground work models),Detail,0,.76,1060.70,BR89758,Percent,8.06,per day or shift or attendance at or paid absence from work,9,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,b2925cf5-932f-f011-8c4e-00224895df16,10,5,53875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee is appointed as a first aid attendant,First Aid Attendant allowance (does not apply to employees employed under the open cut or underground work models),Detail,0,.45,1060.70,BR89758,Percent,4.77,per day or shift,10,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,b8925cf5-932f-f011-8c4e-00224895df16,11,5,58875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee carries out pressure or x-ray standard welding on booms,Boom Welding allowance (does not apply to employees employed under the open cut work model),Detail,0,.095,1060.70,BR89758,Percent,1.01,per hour,11,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,be925cf5-932f-f011-8c4e-00224895df16,12,5,60875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,An adult employee who works underground on any shift,Underground allowance (Electrical/ Mechanical),Detail,0,.23,1060.70,BR89758,Percent,2.44,per day or shift,12,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,ca925cf5-932f-f011-8c4e-00224895df16,13,5,67875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee is engaged on afternoon shift and/or night shift at open cut workings and who is in receipt of the 15% shift allowance,Additional shift allowance—Open cut employees—per afternoon shift,Detail,0,.43,1060.70,BR89758,Percent,4.56,per afternoon shift (additional to the shiftwork rates),13,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,d1925cf5-932f-f011-8c4e-00224895df16,14,5,6c875306-1d2a-f011-8c4e-000d3a6a6511,10,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,Where an employee is engaged on afternoon shift and/or night shift at open cut workings and who is in receipt of the 15% shift allowance,Additional shift allowance—Open cut employees—per night shift,Detail,0,.85,1060.70,BR89758,Percent,9.02,per night shift (additional to the shiftwork rates),14,01-07-2025,,03-06-2025 01:30:32
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,0f925cf5-932f-f011-8c4e-00224895df16,12065,5,04c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,Where an employee is employed in or about a washery; This allowance is in substitution of all other disability allowances except water money,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,14925cf5-932f-f011-8c4e-00224895df16,12066,5,1bc092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,"Where, through no fault of the employee, and in the course of duties, an employee's clothing becomes wet; The employee is to notify the supervisor of the intention to claim water money and the reasons for making it as soon as is possible; An employee regularly receiving water money must not have the payment discontinued without notice",Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,1a925cf5-932f-f011-8c4e-00224895df16,12067,5,2fc092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,An employee is engaged on shaft work,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,1f925cf5-932f-f011-8c4e-00224895df16,12068,5,40c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,"Where an employee has to handle machinery, equipment, appliances or gear of any description which is covered with oil or grease",Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,24925cf5-932f-f011-8c4e-00224895df16,12069,5,55c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,"Employees working in a space, the dimensions of which necessitate working in a stooped or otherwise cramped position or without proper ventilation, or where confinement within a limited space is unusually discomforting",Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,2a925cf5-932f-f011-8c4e-00224895df16,12070,5,63c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,Where an employee is engaged on work at a height of 7.5 metres or more above the nearest horizontal plane,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,2f925cf5-932f-f011-8c4e-00224895df16,12071,5,7fc092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,Where an employee is appointed as a first aid officer,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,34925cf5-932f-f011-8c4e-00224895df16,12072,5,96c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,Where an employee is appointed as a first aid attendant,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,3a925cf5-932f-f011-8c4e-00224895df16,12073,5,a9c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,Where an employee carries out pressure or x-ray standard welding on booms,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,40925cf5-932f-f011-8c4e-00224895df16,12074,5,b5c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,An adult employee who works underground on any shift,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,4a925cf5-932f-f011-8c4e-00224895df16,12075,5,bec092fc-1c2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,Where an employee is engaged on afternoon shift and/or night shift at open cut workings and who is in receipt of the 15% shift allowance,Group,0,,,,,,,,,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,59925cf5-932f-f011-8c4e-00224895df16,12105,7,7f038b02-1d2a-f011-8c4d-000d3acbcde3,8,e65171e3-932f-f011-8c4e-00224895df16,715,20,A.8.2(a),50,,Minimum payment of 4 hours at this rate for employees required to carry out work in connection with the release of blockages in sewerage lines and connections thereto (including pumps); A minimum payment of one hour for work on pumps after removal from a pumping station or treatment works for cleaning or stripping,Group,0,,,,,,,,,,11-07-2025 03:46:46
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,d7925cf5-932f-f011-8c4e-00224895df16,15,6,71875306-1d2a-f011-8c4e-000d3a6a6511,10,e75171e3-932f-f011-8c4e-00224895df16,716,50,B.3.1(a),110,Where an employee is appointed as the first aid officer,First Aid Officer allowance,Detail,0,.76,1060.70,BR89758,Percent,8.06,"per day or shift or attendance at, or paid absence from, work",1,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,de925cf5-932f-f011-8c4e-00224895df16,16,6,78875306-1d2a-f011-8c4e-000d3a6a6511,10,e75171e3-932f-f011-8c4e-00224895df16,716,50,B.3.1(a),110,Where an employee is appointed as a first aid attendant,First Aid Attendant allowance,Detail,0,.45,1060.70,BR89758,Percent,4.77,per day or shift,2,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,4f925cf5-932f-f011-8c4e-00224895df16,12076,5,d4c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e75171e3-932f-f011-8c4e-00224895df16,716,50,B.3.1(a),110,,Where an employee is appointed as the first aid officer,Group,0,,,,,,,,,,11-07-2025 03:46:46
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,54925cf5-932f-f011-8c4e-00224895df16,12077,7,e4c092fc-1c2a-f011-8c4d-000d3acbcde3,8,e75171e3-932f-f011-8c4e-00224895df16,716,50,B.3.1(a),110,,Where an employee is appointed as a first aid attendant,Group,0,,,,,,,,,,11-07-2025 03:46:46
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,00925cf5-932f-f011-8c4e-00224895df16,17,5,7d875306-1d2a-f011-8c4e-000d3a6a6511,10,e85171e3-932f-f011-8c4e-00224895df16,717,170,I.2.1,230,,Stand-by allowance—employees on Monday to Friday stand-by roster,Detail,0,10.26,1060.70,BR89758,Percent,108.83,per day,1,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,61925cf5-932f-f011-8c4e-00224895df16,5645,5,9bf1621e-1d2a-f011-8c4d-00224894de5b,10,f25171e3-932f-f011-8c4e-00224895df16,9318,171,I.2.2,240,,Stand-by allowance—employees on a stand-by roster that includes Saturday and/or Sunday,Detail,0,18.71,1060.70,BR89758,Percent,198.46,per day,1,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,68925cf5-932f-f011-8c4e-00224895df16,5646,5,a0f1621e-1d2a-f011-8c4d-00224894de5b,10,f65171e3-932f-f011-8c4e-00224895df16,9319,172,I.2.3,250,,Stand-by allowance—duty officers on a Monday to Friday stand-by roster,Detail,0,12.07,1060.70,BR89758,Percent,128.03,per day,1,01-07-2025,,03-06-2025 01:30:30
d95171e3-932f-f011-8c4e-00224895df16,1,MA000001,2025,0,6e925cf5-932f-f011-8c4e-00224895df16,5647,5,a5f1621e-1d2a-f011-8c4d-00224894de5b,10,fc5171e3-932f-f011-8c4e-00224895df16,9320,173,I.2.4,260,,Stand-by allowance—duty officers on a stand-by roster that includes Saturday and/or Sunday,Detail,0,24.14,1060.70,BR89758,Percent,256.05,per day,1,01-07-2025,,03-06-2025 01:30:30
5ef2d7e2-932f-f011-8c4d-00224897b7fd,2,MA000002,2025,0,b783c8ee-932f-f011-8c4d-00224897b7fd,21,7,9a875306-1d2a-f011-8c4e-000d3a6a6511,10,6cf2d7e2-932f-f011-8c4d-00224897b7fd,718,20,19.2(b),20,,First aid allowance,Detail,0,1.50,1068.40,BR89779,Percent,16.03,per week,1,01-07-2025,,03-06-2025 01:33:23
5bf2d7e2-932f-f011-8c4d-00224897b7fd,3,MA000003,2025,0,733bd0e8-932f-f011-8c4d-00224897b7fd,22,7,a2875306-1d2a-f011-8c4e-000d3a6a6511,10,6df2d7e2-932f-f011-8c4d-00224897b7fd,719,80,17.2,30,,Broken Hill allowance,Detail,0,162.64,1068.40,BR89787,Percent,45.73,per week,1,01-07-2025,,03-06-2025 01:34:23
5bf2d7e2-932f-f011-8c4d-00224897b7fd,3,MA000003,2025,0,7c3bd0e8-932f-f011-8c4d-00224897b7fd,24,8,b1875306-1d2a-f011-8c4e-000d3a6a6511,10,70f2d7e2-932f-f011-8c4d-00224897b7fd,720,70,17.3(a),40,,Cold work allowance—cold chambers; stocking and refilling refrigerated storages,Detail,0,1.30,1068.40,BR89787,Percent,0.37,per hour,1,01-07-2025,,03-06-2025 01:34:23
5bf2d7e2-932f-f011-8c4d-00224897b7fd,3,MA000003,2025,0,833bd0e8-932f-f011-8c4d-00224897b7fd,12500,9,7a9a4afb-1c2a-f011-8c4d-00224894d59c,10,92f2d7e2-932f-f011-8c4d-00224897b7fd,23481,144,17.3(b),50,,Cold work allowance—cold chambers; below 0°C—additional to clause 17.3(a),Detail,0,2.00,1068.40,BR89787,Percent,0.56,per hour,1,01-07-2025,,03-06-2025 01:34:23
5bf2d7e2-932f-f011-8c4d-00224897b7fd,3,MA000003,2025,0,593bd0e8-932f-f011-8c4d-00224897b7fd,19524,5,36ea62fa-1c2a-f011-8c4e-000d3a6a6511,10,92f2d7e2-932f-f011-8c4d-00224897b7fd,23481,144,17.3(b),50,,Cold work allowance—cold chambers; below 0°C—total amount,Detail,0,1.30,1068.40,BR89787,Percent,0.93,per hour,2,01-07-2025,,03-06-2025 01:34:23
7576a750-942f-f011-8c4e-000d3a6a6511,4,MA000004,2025,0,14769a5c-942f-f011-8c4e-000d3a6a6511,27,6,da875306-1d2a-f011-8c4e-000d3a6a6511,10,aa76a750-942f-f011-8c4e-000d3a6a6511,721,60,19.9(b),100,,Cold work disability allowance—cold chambers; stocking and refilling refrigerated storages,Detail,0,1.30,1068.40,BR89793,Percent,0.37,per hour,2,01-07-2025,,03-06-2025 01:19:13
